ID,Price,Security_deposit,Cleaning_fee,Extra_people_price,accommodates,review_accuracy,review_cleanliness,review_checkin,review_communication,review_location,review_value,reviews_per_month,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,bed_type,amentities_2,allston.nhbr,back_bay.nhbr,beacon_hill.nhbr,brighton.nhbr,dorchester.nhbr,downtown.nhbr,east_boston.nhbr,fenway.nhbr,jamica_plain.nhbr,south_boston.nhbr,south_end.nhbr,nhbr.others,cancellation_strict,cancellation_moderate,cancellation_flexible,instant_bookable
220676,$69.00 ,$300.00 ,$60.00 ,$50.00 ,5,10,10,10,10,10,9,2.66,42.36539015,-71.05438197,House,Private room,1,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Pets live on this property', 'Other pet(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
232990,$79.00 ,$100.00 ,$40.00 ,$20.00 ,3,9,10,10,10,9,9,0.9,42.29480477,-71.06813884,House,Private room,1.5,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Pets live on this property', 'Dog(s)', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'First Aid Kit', 'Fire Extinguisher', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
250983,$350.00 ,$100.00 ,$50.00 ,$25.00 ,5,10,9,10,10,9,9,0.24,42.32394222,-71.10820204,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
257588,$200.00 ,$500.00 ,$100.00 ,$25.00 ,6,10,10,10,10,10,9,2.62,42.33066372,-71.03984208,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
315982,$165.00 ,$200.00 ,$110.00 ,$20.00 ,6,9,9,9,9,8,9,1.53,42.29928984,-71.05996995,Townhouse,Entire home/apt,1.5,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
322593,$183.00 ,$100.00 ,$70.00 ,$77.00 ,2,9,9,10,10,10,9,4.57,42.34348781,-71.07680165,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Heating', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
332225,$159.00 ,$500.00 ,$100.00 ,$0.00 ,4,10,9,9,10,9,9,0.86,42.29128816,-71.11396006,House,Entire home/apt,2,4,3,Real Bed,"['Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Shampoo']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
349347,$150.00 ,$500.00 ,$100.00 ,$0.00 ,4,9,9,9,9,9,8,1.05,42.3382399,-71.08171734,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
377474,$395.00 ,$200.00 ,$140.00 ,$15.00 ,14,8,9,9,9,7,8,0.38,42.29838952,-71.05931165,House,Entire home/apt,2.5,5,8,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Hot Tub', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hair Dryer', 'Iron']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
400067,$56.00 ,$100.00 ,$25.00 ,$10.00 ,1,9,9,9,10,8,8,0.51,42.30088321,-71.08189711,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Buzzer/Wireless Intercom', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
442735,$250.00 ,$500.00 ,$100.00 ,$50.00 ,5,9,9,10,10,10,9,0.77,42.3436209,-71.06799258,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
453660,$99.00 ,"$1,500.00 ",$65.00 ,$0.00 ,2,9,9,10,10,10,9,1.39,42.34365919,-71.07210304,Apartment,Private room,1,1,1,Futon,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
472070,$150.00 ,$500.00 ,$125.00 ,$50.00 ,6,9,10,10,9,10,9,0.55,42.35147092,-71.08320444,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475259,$500.00 ,"$1,000.00 ",$250.00 ,$0.00 ,5,9,5,10,10,10,7,1.55,42.34990067,-71.06960021,House,Entire home/apt,2.5,2,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
496022,$200.00 ,$100.00 ,$50.00 ,$25.00 ,2,10,10,10,10,10,10,0.44,42.30920004,-71.11836466,House,Private room,1,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Cat(s)', 'Indoor Fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
497810,$334.00 ,$300.00 ,$120.00 ,$60.00 ,8,10,9,10,10,10,9,5.09,42.35439298,-71.06009357,Apartment,Entire home/apt,1,3,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Wheelchair Accessible', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
519272,$62.00 ,$150.00 ,$25.00 ,$50.00 ,2,10,10,10,10,10,10,0.31,42.30510763,-71.10643297,Apartment,Private room,1.5,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
530983,$175.00 ,$500.00 ,$200.00 ,$10.00 ,9,10,10,10,10,9,9,0.41,42.31418505,-71.06000715,House,Entire home/apt,2,4,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Essentials']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
531552,$125.00 ,$500.00 ,$150.00 ,$10.00 ,5,9,10,8,9,8,9,0.22,42.28981312,-71.05900456,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
533114,$168.00 ,$500.00 ,$175.00 ,$10.00 ,6,9,10,9,10,8,9,0.16,42.31167122,-71.06168215,Apartment,Entire home/apt,2.5,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
533152,$125.00 ,$500.00 ,$150.00 ,$10.00 ,4,10,10,9,9,9,9,0.41,42.32188941,-71.06182927,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
536865,$109.00 ,$100.00 ,$60.00 ,$15.00 ,4,9,9,9,9,7,9,3.67,42.31086388,-71.06815044,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
561769,$142.00 ,$500.00 ,$150.00 ,$10.00 ,6,10,10,8,10,9,9,0.08,42.31323994,-71.06241647,Apartment,Entire home/apt,1,2,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
570493,$125.00 ,$100.00 ,$75.00 ,$25.00 ,4,9,10,10,10,9,10,1.54,42.28846783,-71.05477405,House,Private room,2.5,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
579605,$125.00 ,$500.00 ,$150.00 ,$10.00 ,4,10,10,10,9,9,9,0.2,42.32280314,-71.06184461,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Fire Extinguisher']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
585148,$225.00 ,$500.00 ,$80.00 ,$100.00 ,2,10,9,9,10,9,9,1.21,42.33817959,-71.06462946,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Wheelchair Accessible', 'Kitchen', 'Free Parking on Premises', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
629814,$225.00 ,$500.00 ,$100.00 ,$20.00 ,4,10,10,10,10,10,10,0.21,42.31686602,-71.10254447,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Gym', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
646087,$150.00 ,"$1,000.00 ",$100.00 ,$25.00 ,2,10,10,10,10,10,6,0.37,42.33477464,-71.04995358,House,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Free Parking on Premises', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Lock on Bedroom Door', 'Hangers', 'Hair Dryer', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
697078,$175.00 ,"$1,000.00 ",$250.00 ,$0.00 ,3,9,9,10,10,10,9,0.51,42.35893131,-71.063311,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Doorman', 'Elevator in Building', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
737519,$120.00 ,$300.00 ,$50.00 ,$0.00 ,2,10,9,10,10,9,8,0.58,42.29398388,-71.05256831,Apartment,Entire home/apt,1,2,2,Real Bed,"['Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
743211,$550.00 ,$300.00 ,$100.00 ,$0.00 ,9,10,9,10,10,9,9,1.17,42.30581336,-71.11259651,House,Entire home/apt,2.5,4,5,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
798957,$306.00 ,$150.00 ,$90.00 ,$100.00 ,4,10,10,10,10,10,10,4.72,42.34121342,-71.07571054,Apartment,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
799701,$300.00 ,$300.00 ,$100.00 ,$25.00 ,8,10,10,9,10,9,9,0.05,42.32085835,-71.11249877,Apartment,Entire home/apt,1.5,4,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
820073,$449.00 ,$500.00 ,$100.00 ,$75.00 ,4,10,10,10,10,10,10,1.11,42.35628105,-71.0614093,Loft,Entire home/apt,2,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
826706,$72.00 ,$100.00 ,$25.00 ,$10.00 ,2,6,7,8,7,5,7,0.18,42.29996396,-71.08060444,Apartment,Private room,1,1,2,Real Bed,"['Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Buzzer/Wireless Intercom', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
831744,$295.00 ,$250.00 ,$25.00 ,$0.00 ,3,10,10,10,10,9,9,0.69,42.35283178,-71.13295587,Apartment,Entire home/apt,1,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Kitchen', 'Pets Allowed', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
839265,$56.00 ,$100.00 ,$25.00 ,$10.00 ,1,9,9,10,9,7,9,0.36,42.2982235,-71.07621396,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Buzzer/Wireless Intercom', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
849408,$229.00 ,$200.00 ,$50.00 ,$25.00 ,5,10,9,10,10,9,9,1.01,42.28882028,-71.1395101,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
890705,$75.00 ,$100.00 ,$15.00 ,$20.00 ,2,9,8,9,9,8,9,0.39,42.27355644,-71.07085838,Bed & Breakfast,Private room,1,1,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
891661,$125.00 ,$200.00 ,$50.00 ,$10.00 ,4,10,9,10,9,10,9,4.49,42.36853097,-71.05362605,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
891953,$175.00 ,$500.00 ,$125.00 ,$0.00 ,3,9,9,8,8,10,9,0.47,42.36135706,-71.05567311,Apartment,Entire home/apt,1.5,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Essentials']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
932853,$120.00 ,$500.00 ,$80.00 ,$20.00 ,2,9,10,10,10,10,9,0.41,42.31421512,-71.10940661,Apartment,Private room,2,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Hot Tub', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
950046,$250.00 ,$250.00 ,$90.00 ,$0.00 ,6,9,10,9,10,10,10,0.16,42.31185272,-71.10926319,Apartment,Entire home/apt,2,3,3,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Shampoo', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
957224,$275.00 ,$300.00 ,$100.00 ,$25.00 ,8,10,10,10,10,10,9,1.42,42.31885965,-71.11451513,House,Entire home/apt,1,3,4,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
962610,$119.00 ,$150.00 ,$25.00 ,$35.00 ,2,10,10,10,10,9,10,0.87,42.29052559,-71.14105591,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
989163,$170.00 ,$400.00 ,$200.00 ,$40.00 ,2,10,10,10,10,10,9,0.52,42.34285805,-71.07339305,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
990668,$157.00 ,$150.00 ,$45.00 ,$0.00 ,2,10,10,10,10,10,9,2.41,42.34145742,-71.0764061,Apartment,Private room,1.5,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1042420,$112.00 ,$185.00 ,$50.00 ,$20.00 ,3,9,9,10,10,9,9,1.34,42.38362468,-71.02023226,House,Entire home/apt,1,2,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
