ID,Price,Security_deposit,Cleaning_fee,Extra_people_price,accommodates,review_accuracy,review_cleanliness,review_checkin,review_communication,review_location,review_value,reviews_per_month,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,bed_type,amentities_2,allston.nhbr,back_bay.nhbr,beacon_hill.nhbr,brighton.nhbr,dorchester.nhbr,downtown.nhbr,east_boston.nhbr,fenway.nhbr,jamica_plain.nhbr,south_boston.nhbr,south_end.nhbr,nhbr.others,cancellation_strict,cancellation_moderate,cancellation_flexible,instant_bookable
4263736,$125.00 ,$400.00 ,$25.00 ,$30.00 ,2,10,10,10,10,9,10,3.65,42.32943011,-71.09307508,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4275846,$150.00 ,$100.00 ,$40.00 ,$15.00 ,2,8,8,9,9,10,8,2.35,42.35122666,-71.06408081,Apartment,Entire home/apt,1,0,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Essentials']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4287989,$175.00 ,$500.00 ,$100.00 ,$35.00 ,2,10,9,9,10,9,9,0.49,42.3317907,-71.03818898,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4294557,$280.00 ,$500.00 ,$100.00 ,$50.00 ,5,10,10,10,10,10,10,0.35,42.33813926,-71.07562682,Condominium,Entire home/apt,2.5,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Pets live on this property', 'Dog(s)', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4304969,$159.00 ,$500.00 ,$75.00 ,$50.00 ,4,10,10,10,10,10,10,5.85,42.36573322,-71.05535836,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4315439,$80.00 ,$500.00 ,$100.00 ,$0.00 ,1,10,6,10,10,6,6,0.1,42.38921071,-71.00268252,House,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4339392,$170.00 ,$500.00 ,$60.00 ,$0.00 ,3,10,10,10,10,10,10,0.32,42.31403582,-71.10777893,Apartment,Entire home/apt,2,2,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4358181,$130.00 ,"$1,000.00 ",$150.00 ,$0.00 ,2,10,10,10,9,10,10,0.23,42.35291931,-71.07898548,Apartment,Entire home/apt,1,0,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4377247,$259.00 ,$200.00 ,$50.00 ,$0.00 ,3,10,10,10,10,10,10,1.48,42.35468546,-71.08154426,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_50']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4405982,$399.00 ,$100.00 ,$120.00 ,$0.00 ,8,10,10,10,10,10,10,0.8,42.31807257,-71.11267006,Apartment,Entire home/apt,2,4,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4410142,$200.00 ,$400.00 ,$60.00 ,$0.00 ,3,10,8,10,10,10,9,0.83,42.34717118,-71.0712974,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4410765,$135.00 ,"$2,000.00 ",$180.00 ,$50.00 ,5,9,8,9,9,9,8,0.29,42.35365396,-71.14827415,Apartment,Entire home/apt,2,3,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_50']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4431210,$49.00 ,$100.00 ,$49.00 ,$0.00 ,1,8,8,10,10,9,8,0.22,42.31803419,-71.05451145,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4447430,$300.00 ,$750.00 ,$125.00 ,$0.00 ,6,10,10,10,10,10,10,0.81,42.31057857,-71.05507123,Apartment,Entire home/apt,1.5,3,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Gym', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4456987,$99.00 ,$100.00 ,$25.00 ,$0.00 ,2,10,9,10,10,9,9,0.95,42.34851178,-71.16796813,House,Private room,1,1,1,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Pets live on this property', 'Dog(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', 'Hangers', 'Hair Dryer']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4457943,$86.00 ,$200.00 ,$20.00 ,$0.00 ,2,10,10,10,10,9,10,2.02,42.31516062,-71.10606961,Townhouse,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4460532,$92.00 ,$400.00 ,$25.00 ,$30.00 ,1,10,10,10,10,9,10,3.5,42.32821308,-71.09265012,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4479140,$190.00 ,$100.00 ,$58.00 ,$25.00 ,3,9,9,10,10,10,10,0.46,42.34598257,-71.0897166,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4484747,$49.00 ,$100.00 ,$45.00 ,$0.00 ,1,8,6,8,10,8,6,0.22,42.31972479,-71.05446841,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Kitchen', 'Heating', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4484798,$68.00 ,$100.00 ,$49.00 ,$0.00 ,2,8,6,9,8,8,7,0.95,42.31846857,-71.05096301,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4494419,$59.00 ,$100.00 ,$49.00 ,$0.00 ,1,8,6,10,10,9,6,0.09,42.31317862,-71.05637455,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Shampoo', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4503393,$55.00 ,$100.00 ,$50.00 ,$0.00 ,1,7,4,8,7,5,5,0.13,42.31812609,-71.05451533,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4526315,$450.00 ,$500.00 ,$175.00 ,$50.00 ,11,10,10,10,10,10,10,1.36,42.31359161,-71.12262105,House,Entire home/apt,3.5,5,5,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4527029,$46.00 ,$100.00 ,$49.00 ,$0.00 ,1,8,6,9,9,8,8,0.42,42.31226914,-71.05800591,Apartment,Private room,1,1,1,Real Bed,"['Wireless Internet', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4532603,$229.00 ,$300.00 ,$95.00 ,$0.00 ,4,10,10,10,10,10,10,0.63,42.35957556,-71.06706379,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4553903,$125.00 ,$250.00 ,$80.00 ,$10.00 ,3,10,10,10,10,10,9,6.37,42.36561867,-71.05697669,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4555637,$81.00 ,$400.00 ,$25.00 ,$0.00 ,1,10,10,10,10,9,9,1.82,42.32960717,-71.09340591,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4558443,$165.00 ,$95.00 ,$25.00 ,$0.00 ,2,9,9,10,10,10,9,1,42.36686168,-71.05786188,Apartment,Entire home/apt,1,0,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4568116,$135.00 ,$350.00 ,$25.00 ,$30.00 ,2,10,10,10,10,9,9,7.41,42.32952729,-71.09198969,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Wireless Internet', 'Air Conditioning', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4573238,$119.00 ,$300.00 ,$90.00 ,$25.00 ,4,9,9,9,9,10,8,2.13,42.36388748,-71.05199169,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4573388,$139.00 ,$300.00 ,$95.00 ,$25.00 ,4,9,9,9,9,10,9,2.39,42.36381158,-71.05342285,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4573458,$139.00 ,$300.00 ,$90.00 ,$25.00 ,4,9,9,8,9,10,9,1.3,42.36395429,-71.0515869,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4574921,$300.00 ,$125.00 ,$80.00 ,$20.00 ,6,9,8,9,9,9,9,3.77,42.35623161,-71.06067249,Apartment,Entire home/apt,2,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4577188,$127.00 ,$100.00 ,$40.00 ,$25.00 ,4,9,9,9,9,10,9,3,42.34715285,-71.09299047,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4580825,$129.00 ,$300.00 ,$95.00 ,$0.00 ,4,9,9,9,9,10,9,2.89,42.3632182,-71.05144793,Apartment,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4585452,$140.00 ,$200.00 ,$50.00 ,$75.00 ,5,10,10,8,10,10,10,0.1,42.33240522,-71.05115382,House,Entire home/apt,1.5,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
